Fecha,Tipo de Emisión,Nivel de Emisión (ppm),Fuente de Emisión,Consumo de Electricidad (kWh),Consumo de Gas Natural (m³),Volumen de Agua (m³),Tipo de Residuo,Cantidad de Residuo (kg),Método de Disposición,Concentración de Contaminante (ppm),Localización de Medición,Cumplimiento Normativo,Contador de Registros
2017-05-16,VOC,61,Maquinaria de Ensamble,411,93,10,Reciclable,4,Vertedero,0.0013078775434838671,Dentro de la planta,Sí,867
2017-05-17,VOC,3,Hornos de Secado,388,23,10,Peligroso,3,Vertedero,0.004946271334759566,En los alrededores,Sí,868
2017-05-18,CO2,11,Procesos de Pintura,275,37,41,No peligroso,3,Incineración,0.0034108029825135958,Dentro de la planta,Sí,869
2017-05-19,HAP,70,Maquinaria de Ensamble,424,80,21,Reciclable,6,Incineración,0.0014406114825267812,Dentro de la planta,Sí,870
2017-05-20,NOx,25,Procesos de Pintura,191,75,14,No peligroso,3,Reciclaje,0.008847757731223534,Dentro de la planta,Sí,871
2017-05-21,HAP,28,Procesos de Pintura,441,15,44,Peligroso,5,Reciclaje,0.0026019271491605983,En los alrededores,Sí,872
2017-05-22,VOC,51,Procesos de Pintura,215,78,41,No peligroso,1,Incineración,0.00577841640503048,En los alrededores,Sí,873
2017-05-23,HAP,62,Procesos de Pintura,119,80,11,Peligroso,2,Vertedero,0.004623996509358005,En los alrededores,Sí,874
2017-05-24,CO2,42,Maquinaria de Ensamble,373,68,21,No peligroso,10,Vertedero,0.006148902157959221,Dentro de la planta,Sí,875
2017-05-25,NOx,90,Maquinaria de Ensamble,197,76,41,No peligroso,1,Incineración,0.003985867189251372,Dentro de la planta,Sí,876
2017-05-26,VOC,9,Procesos de Pintura,307,42,50,Reciclable,2,Incineración,0.006744942717935439,En los alrededores,Sí,877
2017-05-27,VOC,95,Maquinaria de Ensamble,139,78,46,Reciclable,9,Incineración,0.0032570743755583574,Dentro de la planta,Sí,878
2017-05-28,CO2,13,Maquinaria de Ensamble,285,82,33,Reciclable,5,Reciclaje,0.005520397602383904,Dentro de la planta,Sí,879
2017-05-29,NOx,70,Hornos de Secado,113,93,37,Peligroso,4,Incineración,0.0036151378658197827,En los alrededores,Sí,880
2017-05-30,HAP,36,Maquinaria de Ensamble,203,52,39,Reciclable,3,Incineración,0.0059590766641913285,Dentro de la planta,Sí,881
2017-05-31,HAP,86,Maquinaria de Ensamble,331,34,50,Reciclable,7,Vertedero,0.002889572698748157,En los alrededores,Sí,882
2017-06-01,VOC,62,Maquinaria de Ensamble,202,77,16,No peligroso,9,Reciclaje,0.008710049207719284,En los alrededores,Sí,883
2017-06-02,VOC,39,Maquinaria de Ensamble,426,71,31,Reciclable,2,Vertedero,0.004778713867961325,En los alrededores,Sí,884
2017-06-03,HAP,46,Maquinaria de Ensamble,340,12,27,No peligroso,2,Reciclaje,0.007572298975527106,Dentro de la planta,Sí,885
2017-06-04,NOx,54,Procesos de Pintura,255,30,24,Peligroso,9,Vertedero,0.004787968327007593,Dentro de la planta,Sí,886
2017-06-05,VOC,61,Procesos de Pintura,489,75,38,Peligroso,3,Vertedero,0.0030860323218135205,Dentro de la planta,Sí,887
2017-06-06,HAP,45,Procesos de Pintura,262,15,17,Reciclable,2,Vertedero,0.006303270154501741,En los alrededores,Sí,888
2017-06-07,NOx,96,Hornos de Secado,270,19,39,Reciclable,4,Incineración,0.005502307278712608,Dentro de la planta,Sí,889
2017-06-08,NOx,1,Hornos de Secado,273,13,31,Peligroso,6,Incineración,0.004813362270141541,Dentro de la planta,Sí,890
2017-06-09,HAP,58,Maquinaria de Ensamble,415,29,21,No peligroso,7,Incineración,0.0050223416033024545,En los alrededores,Sí,891
2017-06-10,VOC,36,Hornos de Secado,246,85,16,Reciclable,3,Incineración,0.002608027821696883,Dentro de la planta,Sí,892
2017-06-11,HAP,81,Maquinaria de Ensamble,191,61,30,Reciclable,5,Vertedero,0.0016665237158992453,En los alrededores,Sí,893
2017-06-12,CO2,69,Maquinaria de Ensamble,397,10,44,No peligroso,8,Reciclaje,0.008446961419637402,En los alrededores,Sí,894
2017-06-13,CO2,85,Procesos de Pintura,345,34,20,No peligroso,7,Reciclaje,0.006198822152516209,En los alrededores,Sí,895
2017-06-14,VOC,42,Maquinaria de Ensamble,430,32,34,No peligroso,2,Vertedero,0.007367504242157756,En los alrededores,Sí,896
2017-06-15,VOC,15,Maquinaria de Ensamble,212,12,39,Peligroso,5,Reciclaje,0.00836802593800081,Dentro de la planta,Sí,897
2017-06-16,HAP,36,Procesos de Pintura,396,15,45,Peligroso,9,Incineración,0.005715270469228165,Dentro de la planta,Sí,898
2017-06-17,HAP,10,Hornos de Secado,359,60,14,No peligroso,2,Vertedero,0.0017437125682291795,En los alrededores,Sí,899
2017-06-18,NOx,66,Maquinaria de Ensamble,147,98,16,Peligroso,8,Vertedero,0.007693818618080714,Dentro de la planta,Sí,900
2017-06-19,VOC,48,Hornos de Secado,214,79,46,Peligroso,5,Reciclaje,0.008971244212475422,En los alrededores,Sí,901
2017-06-20,HAP,20,Maquinaria de Ensamble,127,98,35,No peligroso,5,Reciclaje,0.006356176210410516,En los alrededores,Sí,902
2017-06-21,HAP,6,Maquinaria de Ensamble,308,52,48,Reciclable,3,Vertedero,0.002215414898343312,En los alrededores,Sí,903
2017-06-22,HAP,50,Procesos de Pintura,334,59,36,No peligroso,2,Incineración,0.008490641171924242,Dentro de la planta,Sí,904
2017-06-23,CO2,19,Maquinaria de Ensamble,415,11,40,No peligroso,1,Vertedero,0.004837936059807535,Dentro de la planta,Sí,905
2017-06-24,CO2,16,Hornos de Secado,160,29,30,Reciclable,8,Reciclaje,0.0012098630237217549,En los alrededores,Sí,906
2017-06-25,VOC,8,Hornos de Secado,251,34,48,Peligroso,7,Vertedero,0.0028651286815279293,En los alrededores,Sí,907
2017-06-26,NOx,99,Hornos de Secado,354,61,44,Reciclable,5,Incineración,0.006246404495664322,Dentro de la planta,Sí,908
2017-06-27,NOx,84,Maquinaria de Ensamble,275,84,25,No peligroso,10,Incineración,0.0038575266754951342,Dentro de la planta,Sí,909
2017-06-28,NOx,80,Hornos de Secado,417,84,35,Reciclable,7,Vertedero,0.0010220558637596524,Dentro de la planta,Sí,910
2017-06-29,VOC,46,Procesos de Pintura,193,93,12,Reciclable,5,Incineración,0.0032736501429659146,En los alrededores,Sí,911
2017-06-30,NOx,77,Maquinaria de Ensamble,464,41,49,Peligroso,3,Reciclaje,0.007815342797809512,En los alrededores,Sí,912
2017-07-01,HAP,30,Procesos de Pintura,421,89,45,No peligroso,3,Vertedero,0.004076141114594521,En los alrededores,Sí,913
2017-07-02,NOx,99,Maquinaria de Ensamble,193,48,17,No peligroso,2,Reciclaje,0.002360004218271936,Dentro de la planta,Sí,914
2017-07-03,NOx,75,Procesos de Pintura,411,77,45,Peligroso,7,Vertedero,0.004363708715929556,En los alrededores,Sí,915
2017-07-04,NOx,4,Hornos de Secado,422,67,38,Reciclable,9,Reciclaje,0.0019648640406839217,En los alrededores,Sí,916
2017-07-05,HAP,37,Maquinaria de Ensamble,123,38,46,No peligroso,7,Reciclaje,0.001873123726507799,En los alrededores,Sí,917
2017-07-06,CO2,50,Procesos de Pintura,150,30,30,Peligroso,7,Vertedero,0.0034066429085057347,En los alrededores,Sí,918
2017-07-07,NOx,86,Hornos de Secado,333,86,42,Reciclable,9,Incineración,0.0010012388278182204,Dentro de la planta,Sí,919
2017-07-08,HAP,79,Hornos de Secado,192,32,21,Reciclable,7,Incineración,0.0022498670180852677,En los alrededores,Sí,920
2017-07-09,CO2,56,Procesos de Pintura,281,38,50,Peligroso,1,Reciclaje,0.0070990151533284656,Dentro de la planta,Sí,921
2017-07-10,HAP,55,Hornos de Secado,360,26,48,Reciclable,2,Incineración,0.0034466067317348798,En los alrededores,Sí,922
2017-07-11,NOx,25,Procesos de Pintura,199,50,42,No peligroso,1,Reciclaje,0.004663712643281787,En los alrededores,Sí,923
2017-07-12,NOx,97,Hornos de Secado,132,85,41,Peligroso,3,Reciclaje,0.0034947228845331733,En los alrededores,Sí,924
2017-07-13,CO2,94,Hornos de Secado,299,14,40,Reciclable,5,Reciclaje,0.002883062700887611,En los alrededores,Sí,925
2017-07-14,NOx,80,Maquinaria de Ensamble,178,46,25,Reciclable,2,Reciclaje,0.009032789542568018,Dentro de la planta,Sí,926
2017-07-15,CO2,14,Hornos de Secado,404,83,13,No peligroso,1,Vertedero,0.005726045852305958,Dentro de la planta,Sí,927
2017-07-16,HAP,10,Maquinaria de Ensamble,150,49,35,Reciclable,8,Incineración,0.00745186721529247,Dentro de la planta,Sí,928
2017-07-17,HAP,83,Procesos de Pintura,174,13,29,Peligroso,4,Incineración,0.006098744403950097,Dentro de la planta,Sí,929
2017-07-18,CO2,100,Maquinaria de Ensamble,481,44,42,Peligroso,5,Incineración,0.004244537917801706,En los alrededores,Sí,930
2017-07-19,NOx,54,Procesos de Pintura,467,42,24,Reciclable,5,Incineración,0.0034428863697150472,Dentro de la planta,Sí,931
2017-07-20,VOC,95,Maquinaria de Ensamble,263,22,15,No peligroso,9,Vertedero,0.0036747943171083364,En los alrededores,Sí,932
2017-07-21,NOx,94,Procesos de Pintura,387,26,17,No peligroso,10,Vertedero,0.0018151222034228955,En los alrededores,Sí,933
2017-07-22,VOC,26,Procesos de Pintura,279,91,29,No peligroso,8,Reciclaje,0.00577331141638849,En los alrededores,Sí,934
2017-07-23,CO2,71,Maquinaria de Ensamble,113,89,42,Reciclable,6,Reciclaje,0.007617307797705386,En los alrededores,Sí,935
2017-07-24,VOC,4,Procesos de Pintura,199,64,19,No peligroso,6,Reciclaje,0.0022965568606034452,Dentro de la planta,Sí,936
2017-07-25,HAP,36,Hornos de Secado,254,28,31,Peligroso,3,Vertedero,0.0031553240419171296,En los alrededores,Sí,937
2017-07-26,HAP,14,Procesos de Pintura,406,84,26,Reciclable,1,Incineración,0.001284398445606264,Dentro de la planta,Sí,938
2017-07-27,NOx,14,Procesos de Pintura,183,74,35,Reciclable,9,Incineración,0.007354724105837534,Dentro de la planta,Sí,939
2017-07-28,CO2,5,Procesos de Pintura,151,100,30,Reciclable,3,Incineración,0.0071244763067999,En los alrededores,Sí,940
2017-07-29,VOC,40,Procesos de Pintura,240,76,27,No peligroso,2,Reciclaje,0.003810300560891529,Dentro de la planta,Sí,941
2017-07-30,HAP,66,Procesos de Pintura,420,21,48,Peligroso,3,Incineración,0.008965734090774329,En los alrededores,Sí,942
2017-07-31,VOC,43,Procesos de Pintura,232,72,20,No peligroso,8,Incineración,0.0015903691870000065,En los alrededores,Sí,943
2017-08-01,CO2,84,Procesos de Pintura,283,47,44,No peligroso,8,Incineración,0.005905097024290989,Dentro de la planta,Sí,944
2017-08-02,CO2,33,Maquinaria de Ensamble,161,93,39,Reciclable,6,Incineración,0.0016058331521310995,En los alrededores,Sí,945
2017-08-03,HAP,16,Procesos de Pintura,317,39,30,Reciclable,10,Incineración,0.005140045215682037,Dentro de la planta,Sí,946
2017-08-04,VOC,76,Hornos de Secado,465,58,35,Reciclable,10,Reciclaje,0.005497325749673374,Dentro de la planta,Sí,947
2017-08-05,HAP,24,Procesos de Pintura,381,11,43,No peligroso,3,Vertedero,0.004060151176669027,Dentro de la planta,Sí,948
2017-08-06,NOx,29,Procesos de Pintura,163,56,50,Peligroso,10,Vertedero,0.009141096571340004,Dentro de la planta,Sí,949
2017-08-07,HAP,39,Procesos de Pintura,247,24,16,Peligroso,4,Reciclaje,0.005845991089896204,Dentro de la planta,Sí,950
2017-08-08,NOx,36,Maquinaria de Ensamble,489,57,33,Reciclable,9,Vertedero,0.007268767220861544,En los alrededores,Sí,951
2017-08-09,VOC,60,Procesos de Pintura,166,22,31,Reciclable,2,Reciclaje,0.009520920907983992,Dentro de la planta,Sí,952
2017-08-10,HAP,22,Hornos de Secado,366,27,27,Peligroso,6,Incineración,0.006025083852083679,En los alrededores,Sí,953
2017-08-11,VOC,52,Hornos de Secado,185,90,50,Reciclable,7,Vertedero,0.008315824020379767,Dentro de la planta,Sí,954
2017-08-12,VOC,51,Hornos de Secado,293,41,33,Peligroso,2,Reciclaje,0.008227411198130726,En los alrededores,Sí,955
2017-08-13,CO2,97,Maquinaria de Ensamble,433,30,41,Reciclable,7,Incineración,0.0015520065777107333,En los alrededores,Sí,956
2017-08-14,CO2,84,Hornos de Secado,355,23,41,Peligroso,9,Vertedero,0.0032909148850965367,Dentro de la planta,Sí,957
2017-08-15,HAP,22,Procesos de Pintura,109,20,45,Peligroso,8,Vertedero,0.009440615448497839,En los alrededores,Sí,958
2017-08-16,VOC,54,Maquinaria de Ensamble,366,79,36,No peligroso,7,Reciclaje,0.0029617069349667487,En los alrededores,Sí,959
2017-08-17,VOC,36,Maquinaria de Ensamble,169,92,36,Peligroso,8,Reciclaje,0.009426208140015654,Dentro de la planta,Sí,960
2017-08-18,NOx,1,Maquinaria de Ensamble,114,78,40,Peligroso,8,Reciclaje,0.0018396169580996264,En los alrededores,Sí,961
2017-08-19,HAP,42,Procesos de Pintura,241,26,43,No peligroso,4,Reciclaje,0.0012698891882777792,En los alrededores,Sí,962
2017-08-20,HAP,19,Maquinaria de Ensamble,468,55,46,Peligroso,8,Vertedero,0.0041136400892180375,En los alrededores,Sí,963
2017-08-21,HAP,50,Maquinaria de Ensamble,251,38,21,Reciclable,2,Reciclaje,0.001629249747923517,En los alrededores,Sí,964
2017-08-22,HAP,13,Hornos de Secado,250,16,44,Reciclable,9,Reciclaje,0.0028935965245104295,En los alrededores,Sí,965
2017-08-23,NOx,37,Procesos de Pintura,378,23,17,No peligroso,7,Reciclaje,0.00926348628162207,Dentro de la planta,Sí,966
2017-08-24,VOC,23,Procesos de Pintura,121,63,50,Reciclable,6,Incineración,0.003944157364445817,Dentro de la planta,Sí,967
2017-08-25,CO2,30,Hornos de Secado,102,53,49,Peligroso,5,Reciclaje,0.007085751852929544,En los alrededores,Sí,968
2017-08-26,NOx,24,Hornos de Secado,131,82,27,Peligroso,6,Reciclaje,0.002850980932555525,En los alrededores,Sí,969
2017-08-27,NOx,73,Maquinaria de Ensamble,284,23,18,Peligroso,9,Vertedero,0.006641120014978524,En los alrededores,Sí,970
2017-08-28,HAP,73,Hornos de Secado,329,58,44,No peligroso,5,Incineración,0.0034053135345532446,En los alrededores,Sí,971
2017-08-29,HAP,53,Hornos de Secado,110,56,11,Peligroso,1,Vertedero,0.003992189728002091,Dentro de la planta,Sí,972
2017-08-30,NOx,9,Procesos de Pintura,365,53,20,Peligroso,10,Reciclaje,0.0031253948308826753,Dentro de la planta,Sí,973
2017-08-31,HAP,21,Procesos de Pintura,386,55,30,No peligroso,8,Vertedero,0.006304615863631834,Dentro de la planta,Sí,974
2017-09-01,NOx,36,Procesos de Pintura,473,30,32,Peligroso,2,Incineración,0.0032755676318051326,En los alrededores,Sí,975
2017-09-02,VOC,45,Maquinaria de Ensamble,121,42,49,No peligroso,5,Vertedero,0.0035952181121349843,En los alrededores,Sí,976
2017-09-03,HAP,75,Hornos de Secado,315,24,30,Peligroso,4,Vertedero,0.005760726072528744,Dentro de la planta,Sí,977
2017-09-04,NOx,38,Maquinaria de Ensamble,230,83,27,Reciclable,1,Incineración,0.00300594853020804,Dentro de la planta,Sí,978
2017-09-05,NOx,80,Maquinaria de Ensamble,380,17,19,Reciclable,5,Vertedero,0.005558129664425111,Dentro de la planta,Sí,979
2017-09-06,VOC,62,Procesos de Pintura,311,76,21,Peligroso,2,Reciclaje,0.004520936206584444,Dentro de la planta,Sí,980
2017-09-07,HAP,53,Maquinaria de Ensamble,411,43,10,Peligroso,9,Vertedero,0.009666159908247787,En los alrededores,Sí,981
2017-09-08,NOx,3,Procesos de Pintura,451,78,20,Reciclable,8,Incineración,0.0018314018646837706,En los alrededores,Sí,982
2017-09-09,NOx,58,Hornos de Secado,118,25,27,Peligroso,1,Incineración,0.007515370152270071,En los alrededores,Sí,983
2017-09-10,NOx,43,Hornos de Secado,177,42,43,Peligroso,7,Vertedero,0.008837093940146246,En los alrededores,Sí,984
2017-09-11,VOC,90,Hornos de Secado,345,68,13,Peligroso,4,Incineración,0.001279633159513923,Dentro de la planta,Sí,985
2017-09-12,HAP,87,Maquinaria de Ensamble,436,56,22,Reciclable,3,Vertedero,0.007128668803248679,Dentro de la planta,Sí,986
2017-09-13,NOx,66,Hornos de Secado,384,21,37,No peligroso,7,Reciclaje,0.008485015275278993,Dentro de la planta,Sí,987
2017-09-14,NOx,9,Maquinaria de Ensamble,340,85,45,No peligroso,3,Incineración,0.0055375643066256,En los alrededores,Sí,988
2017-09-15,HAP,91,Hornos de Secado,277,24,13,No peligroso,2,Vertedero,0.008934144455816466,Dentro de la planta,Sí,989
2017-09-16,HAP,91,Procesos de Pintura,297,62,27,No peligroso,6,Incineración,0.0030243424335782377,Dentro de la planta,Sí,990
2017-09-17,VOC,89,Hornos de Secado,463,95,32,No peligroso,6,Reciclaje,0.00350846123988923,En los alrededores,Sí,991
2017-09-18,NOx,45,Procesos de Pintura,320,52,24,Reciclable,8,Vertedero,0.005607756369387876,Dentro de la planta,Sí,992
2017-09-19,NOx,13,Hornos de Secado,392,78,37,Reciclable,5,Incineración,0.0032577954876214918,Dentro de la planta,Sí,993
2017-09-20,HAP,72,Procesos de Pintura,124,55,23,Reciclable,10,Reciclaje,0.0028382156382863732,Dentro de la planta,Sí,994
2017-09-21,VOC,38,Procesos de Pintura,349,16,20,Reciclable,9,Vertedero,0.007050673312713718,Dentro de la planta,Sí,995
2017-09-22,VOC,29,Procesos de Pintura,160,95,14,Peligroso,2,Reciclaje,0.005494785139119904,En los alrededores,Sí,996
2017-09-23,CO2,17,Procesos de Pintura,418,20,47,No peligroso,1,Incineración,0.00821260779294643,Dentro de la planta,Sí,997
2017-09-24,VOC,79,Maquinaria de Ensamble,258,29,50,Peligroso,5,Incineración,0.0041446195870845776,Dentro de la planta,Sí,998
2017-09-25,VOC,4,Maquinaria de Ensamble,120,88,37,Peligroso,6,Vertedero,0.0064849892051962515,Dentro de la planta,Sí,999
2017-09-26,NOx,63,Hornos de Secado,297,42,24,Peligroso,4,Vertedero,0.006227078287881476,Dentro de la planta,Sí,1000
2017-09-27,CO2,54,Procesos de Pintura,393,26,22,No peligroso,6,Incineración,0.004544842188120417,En los alrededores,Sí,1001
2017-09-28,HAP,9,Hornos de Secado,373,13,47,Peligroso,8,Incineración,0.005637006064008244,Dentro de la planta,Sí,1002
2017-09-29,VOC,58,Procesos de Pintura,268,13,21,No peligroso,7,Incineración,0.004275170252786642,En los alrededores,Sí,1003
2017-09-30,CO2,45,Maquinaria de Ensamble,388,23,25,Reciclable,3,Incineración,0.005615870443723682,En los alrededores,Sí,1004
2017-10-01,HAP,97,Procesos de Pintura,349,78,20,Peligroso,1,Incineración,0.004212355958262759,En los alrededores,Sí,1005
2017-10-02,NOx,52,Procesos de Pintura,313,68,26,Peligroso,8,Vertedero,0.002847464868668763,Dentro de la planta,Sí,1006
2017-10-03,NOx,67,Hornos de Secado,324,98,35,No peligroso,8,Vertedero,0.003140237665759315,Dentro de la planta,Sí,1007
2017-10-04,CO2,76,Maquinaria de Ensamble,465,61,34,Reciclable,10,Reciclaje,0.007200117709845797,Dentro de la planta,Sí,1008
2017-10-05,HAP,39,Procesos de Pintura,390,56,25,Reciclable,2,Incineración,0.008705880857392895,Dentro de la planta,Sí,1009
2017-10-06,HAP,66,Hornos de Secado,315,19,12,Peligroso,4,Vertedero,0.007871514162959423,Dentro de la planta,Sí,1010
2017-10-07,NOx,31,Maquinaria de Ensamble,232,97,44,Reciclable,9,Vertedero,0.00198578919002188,Dentro de la planta,Sí,1011
2017-10-08,HAP,45,Hornos de Secado,277,15,18,Reciclable,8,Reciclaje,0.009428816081486949,En los alrededores,Sí,1012
2017-10-09,NOx,19,Hornos de Secado,377,19,33,Reciclable,1,Incineración,0.0017968545795121371,Dentro de la planta,Sí,1013
2017-10-10,VOC,54,Procesos de Pintura,470,29,17,Reciclable,9,Vertedero,0.007660126011286862,Dentro de la planta,Sí,1014
2017-10-11,NOx,60,Maquinaria de Ensamble,136,72,19,No peligroso,1,Incineración,0.0062633667925031476,Dentro de la planta,Sí,1015
2017-10-12,HAP,11,Procesos de Pintura,192,25,32,Reciclable,8,Vertedero,0.005644460769131655,Dentro de la planta,Sí,1016
2017-10-13,CO2,12,Maquinaria de Ensamble,298,40,30,Peligroso,7,Vertedero,0.003988105667846603,En los alrededores,Sí,1017
2017-10-14,NOx,75,Procesos de Pintura,228,68,23,Reciclable,7,Incineración,0.005554029111082678,En los alrededores,Sí,1018
2017-10-15,NOx,41,Procesos de Pintura,111,15,33,Reciclable,4,Incineración,0.004031307010437375,En los alrededores,Sí,1019
2017-10-16,CO2,61,Procesos de Pintura,312,15,47,Reciclable,6,Incineración,0.0011454443721214324,Dentro de la planta,Sí,1020
2017-10-17,NOx,18,Maquinaria de Ensamble,113,83,29,No peligroso,6,Incineración,0.006937394528379268,Dentro de la planta,Sí,1021
2017-10-18,HAP,3,Maquinaria de Ensamble,267,17,45,Peligroso,3,Vertedero,0.005499214489600697,Dentro de la planta,Sí,1022
2017-10-19,HAP,80,Maquinaria de Ensamble,181,80,42,No peligroso,3,Reciclaje,0.008634478908633374,En los alrededores,Sí,1023
2017-10-20,VOC,43,Procesos de Pintura,450,18,46,Peligroso,3,Incineración,0.0040692493231618675,Dentro de la planta,Sí,1024
2017-10-21,CO2,17,Procesos de Pintura,474,98,35,No peligroso,6,Reciclaje,0.00648661697431808,En los alrededores,Sí,1025
2017-10-22,VOC,23,Procesos de Pintura,194,70,44,Reciclable,2,Incineración,0.0036394274173553623,Dentro de la planta,Sí,1026
2017-10-23,HAP,69,Maquinaria de Ensamble,153,50,30,Reciclable,2,Incineración,0.009546911036945688,En los alrededores,Sí,1027
2017-10-24,VOC,98,Procesos de Pintura,131,55,45,Peligroso,10,Vertedero,0.004183701326200251,En los alrededores,Sí,1028
2017-10-25,NOx,100,Maquinaria de Ensamble,122,45,49,No peligroso,1,Incineración,0.002916154647153674,En los alrededores,Sí,1029
2017-10-26,CO2,19,Procesos de Pintura,490,77,17,Reciclable,7,Incineración,0.0021299368387864186,En los alrededores,Sí,1030
2017-10-27,CO2,99,Procesos de Pintura,301,32,19,No peligroso,4,Incineración,0.0022164482510542566,En los alrededores,Sí,1031
2017-10-28,NOx,33,Hornos de Secado,356,21,34,Peligroso,8,Reciclaje,0.009657765045063223,Dentro de la planta,Sí,1032
2017-10-29,VOC,75,Hornos de Secado,454,68,47,No peligroso,8,Vertedero,0.009484976345031534,Dentro de la planta,Sí,1033
2017-10-30,HAP,1,Hornos de Secado,312,27,15,Peligroso,3,Incineración,0.009657243887507619,En los alrededores,Sí,1034
2017-10-31,CO2,25,Procesos de Pintura,126,94,20,Peligroso,1,Incineración,0.0015105597589188564,Dentro de la planta,Sí,1035
2017-11-01,VOC,87,Maquinaria de Ensamble,153,43,45,Peligroso,7,Reciclaje,0.0035317790787086634,Dentro de la planta,Sí,1036
2017-11-02,CO2,4,Procesos de Pintura,435,96,47,Peligroso,1,Vertedero,0.009662616647223541,En los alrededores,Sí,1037
2017-11-03,HAP,89,Procesos de Pintura,210,25,40,No peligroso,2,Reciclaje,0.005752820412156442,Dentro de la planta,Sí,1038
2017-11-04,CO2,27,Maquinaria de Ensamble,410,97,42,No peligroso,5,Vertedero,0.003820269491377712,Dentro de la planta,Sí,1039
2017-11-05,NOx,47,Maquinaria de Ensamble,100,85,43,Peligroso,2,Incineración,0.003049243060740412,En los alrededores,Sí,1040
2017-11-06,HAP,84,Procesos de Pintura,336,61,47,Peligroso,1,Vertedero,0.009148341450753536,En los alrededores,Sí,1041
2017-11-07,VOC,29,Hornos de Secado,322,23,38,Peligroso,5,Incineración,0.003925292590468044,Dentro de la planta,Sí,1042
2017-11-08,VOC,82,Maquinaria de Ensamble,333,18,25,Reciclable,1,Incineración,0.004740954423920993,Dentro de la planta,Sí,1043
2017-11-09,HAP,81,Maquinaria de Ensamble,145,56,44,Reciclable,6,Reciclaje,0.0018771428869334963,Dentro de la planta,Sí,1044
2017-11-10,VOC,95,Hornos de Secado,463,32,33,Peligroso,1,Incineración,0.004632948867697398,Dentro de la planta,Sí,1045
2017-11-11,CO2,68,Hornos de Secado,498,93,19,Peligroso,4,Reciclaje,0.005198239910992571,En los alrededores,Sí,1046
2017-11-12,HAP,31,Procesos de Pintura,480,33,40,No peligroso,8,Reciclaje,0.006386122485751346,En los alrededores,Sí,1047
2017-11-13,HAP,100,Maquinaria de Ensamble,355,84,15,Peligroso,7,Vertedero,0.0030919050218659407,Dentro de la planta,Sí,1048
2017-11-14,CO2,39,Procesos de Pintura,347,57,15,No peligroso,2,Reciclaje,0.007184352320745855,Dentro de la planta,Sí,1049
2017-11-15,CO2,64,Procesos de Pintura,331,72,49,Reciclable,4,Incineración,0.007385281407439553,Dentro de la planta,Sí,1050
2017-11-16,HAP,89,Maquinaria de Ensamble,268,57,49,No peligroso,10,Reciclaje,0.001502808398657783,En los alrededores,Sí,1051
2017-11-17,NOx,52,Procesos de Pintura,122,24,40,Peligroso,7,Incineración,0.008851144119561088,En los alrededores,Sí,1052
2017-11-18,VOC,56,Hornos de Secado,274,18,39,Reciclable,9,Vertedero,0.001850039423668605,Dentro de la planta,Sí,1053
2017-11-19,CO2,28,Hornos de Secado,102,39,43,Reciclable,1,Vertedero,0.002135906270363163,Dentro de la planta,Sí,1054
2017-11-20,NOx,16,Hornos de Secado,159,22,10,Peligroso,8,Reciclaje,0.004968147885056974,En los alrededores,Sí,1055
2017-11-21,HAP,98,Maquinaria de Ensamble,322,31,37,Peligroso,10,Reciclaje,0.008145560368245283,Dentro de la planta,Sí,1056
2017-11-22,HAP,49,Hornos de Secado,453,50,21,No peligroso,10,Incineración,0.0074204131761232495,En los alrededores,Sí,1057
2017-11-23,HAP,41,Maquinaria de Ensamble,425,78,48,Reciclable,8,Vertedero,0.003972117562316748,En los alrededores,Sí,1058
2017-11-24,NOx,63,Hornos de Secado,205,61,11,No peligroso,3,Incineración,0.005241736497030239,En los alrededores,Sí,1059
2017-11-25,VOC,64,Procesos de Pintura,301,14,39,Peligroso,2,Incineración,0.0016266424503963734,En los alrededores,Sí,1060
2017-11-26,VOC,19,Maquinaria de Ensamble,138,22,27,Peligroso,5,Incineración,0.007048707830512283,Dentro de la planta,Sí,1061
2017-11-27,NOx,28,Procesos de Pintura,288,20,14,Peligroso,7,Reciclaje,0.0024079637366723403,Dentro de la planta,Sí,1062
2017-11-28,NOx,98,Maquinaria de Ensamble,411,19,24,No peligroso,10,Incineración,0.00645644540344251,Dentro de la planta,Sí,1063
2017-11-29,VOC,16,Hornos de Secado,130,14,12,Peligroso,7,Reciclaje,0.007690308873064197,En los alrededores,Sí,1064
2017-11-30,CO2,19,Procesos de Pintura,270,36,36,No peligroso,8,Vertedero,0.009502824835786274,Dentro de la planta,Sí,1065
2017-12-01,CO2,37,Hornos de Secado,266,79,49,Reciclable,2,Reciclaje,0.008475096641040325,Dentro de la planta,Sí,1066
2017-12-02,VOC,89,Hornos de Secado,315,54,27,Reciclable,10,Reciclaje,0.0012111901700437018,En los alrededores,Sí,1067
2017-12-03,CO2,48,Procesos de Pintura,137,100,26,No peligroso,3,Reciclaje,0.0077772406155423085,En los alrededores,Sí,1068
2017-12-04,NOx,93,Hornos de Secado,299,77,18,Reciclable,10,Reciclaje,0.007246293133089571,Dentro de la planta,Sí,1069
2017-12-05,VOC,67,Procesos de Pintura,432,65,13,Reciclable,10,Reciclaje,0.003884051846153937,En los alrededores,Sí,1070
2017-12-06,VOC,28,Maquinaria de Ensamble,493,20,40,Peligroso,4,Vertedero,0.008291091460007637,Dentro de la planta,Sí,1071
